"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"1185","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Fantastic phone. What I've come to expect from Samsung","Commander Shepard","June 15, 2017",1,"",5,"Fantastic phone. What I've come to expect from Samsung.  Screen size with more to view and with an S-View  Case it is the best so far.",10
"1186","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Too much aggravation!!!","Buffalo Spicer","October 29, 2017",0,"",1,"This phone is a great device so filled with bloat wear it's practically useless.  It's the most aggravating device I've ever used.  I'll never buy a Samsung phone again and I wish I bought another Google phone - pure Android, no junk apps.Bixby, Samsung's answer to OK Google, Alexa or Siri is the worst AI.  It's constantly prompting you and can never respond to your simple requests.  ""I'm sorry but I cannot do that"" is its response to most every routine request.  The auto-correct is obnoxious and changes words without warning.  The phone is also constantly trying to teach you how to use it by popping up tutorials you cannot close without completing.  Sorry but I've used a camera before I don't need forced tutorials.  And you cannot turn any of this off.  Bixby is there to sell you things so enjoy paying $750 for high pressure sales.  I could go on and on but I think you get the point.I really regret this purchase.",7
"1187","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Almost Perfect","R. Brisson","May 18, 2017",0,"",4,"Overall the Galaxy S8 is an excellent smartphone that competes and often one ups other current flagship phones (Google Pixel, iPhone).  Ultimately a few odd design decisions keep this from achieving a full 5 star review from me.PROS-The best looking screen on any mass market phone ever produced-Excellent camera performance-Lighter version of Touchwiz (Samsung OS) including the ability to disable and uninstall bloatware-Not too big to hold (a bit long though)-Solid battery performanceCONS-Odd positioning of a dedicated button for ""Bixby"" Samsung's assistant software.  This button is far too close to the volume down button and I hit it constantly by accident.  Worse yet, it can't be disabled without downloading a third party app.  Even worse, Bixby itself is not anywhere near as useful as Google assistant.  Samsung...PLEASE stop messing with software.  Leave Google alone, this is their core business competency and your incessant layering on of useless features (now coming with a dedicated button) is obscene.  This design flaw will ultimately drive me to a Google Pixel upon their next release (most likely Fall 2017).-Odd positioning of the fingerprint sensor.  Way too far up on the phone which makes it hard to reach, right next to the camera lens.  Bad design.-Fragile glass.  I dropped it from between knee and waist height one time and the glass cracked.  If you buy, you must invest in a screen protector.Ultimately if you can deal with the annoyances listed above you should have no reservations buying this phone.  The screen itself is worth the investment.  Every time I show someone a photo on my camera they comment on how good it looks.  Here's to hoping Samsung scratches the Bixby button, embeds the finger print reader in the screen, and offers a pure Android version.  That to me would be the perfect phone.",10
"1188","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Pros & Cons","McGrady","July 22, 2017",0,"",3,"My wife and I have had the Samsung S8+ for a little over a week now. I am an avid Samsung Galaxy user, and have been using them since the 4th generation. Here are the pros and cons as I see them to this device.Pros:- Android Nougat is a very smooth OS. It's a definite upgrade from the previous versions. Just keeps getting better.- The cameras on this phone are both amazing. Makes great photos!- Very slick design on phone, aesthetically speaking. It looks very nice.- Comes with a nice variety of accessories, including adapters for charging in case you want to use a micro-USB charger or want to hook up a USB cable accessory for any reason.- Extremely good graphics on this device. Resolution is phenomenal.- Wide range of settings for customizing your user experience and security. (Even more than the usual for an Android/Samsung device)- Continued to allow for external storage, unlike the S6, which made me very happy.- I haven't put the water resistance to the test, but I'm assuming it's as good as the last model. Glad it's there.- The full screen layout is very nice for movies and gaming. I adjusted to the homescreen button being part of the screen almost instantly.Cons:- This is an EXTREMELY fragile design, especially the back of the phone, which is also coated in the Gorilla Glass, from what I can tell. My wife dropped hers from about 10 inches, with a case on, on the 5th day of ownership. The back of the phone cracked, chipped, and spider-webed all over within just a few hours. The phone was insured through our carrier, but the cheapest solution was to send it in to Samsung for a $75 repair job (plus shipping and handling). I would strongly recommend using a reputable case and screen protector at all costs. And be sure you insure this device. Lots of the durability tests that I have seen on YouTube have exposed this design flaw as well.- The headphones that come with the phone aren't that great. In previous editions, they provided Samsung-brand headphones that sounded great. It looks like they've started using another company to produce their headphones. There is very little bass or mid-range in the sound, so if you use your headphones for music, gaming, or videos, be prepared to get a better brand.- The new Bixby application via Samsung... I'm still trying to adjust to it. It's Samsung's version of Google Assistant/Siri. It's not that it's not a useful concept, but you don't get much of a choice but to use it. There's a dedicated button on the left of the phone that can not be deactivated from what I can tell. It's right below the volume button and is easy to press unknowingly and can get annoying quickly. I hope Bixby grows on me.- The voice command features for both Google and Bixby is weak in this edition. I have had to reprogram my voice recognition settings about 5 times already, and it still only picks up the commands about 30% of the time. Oddly enough, it works much better for the Bixby service than the Google Assistant service. (That struck me as a bit suspicious)- The speech-to-text application in general took a step backwards with this edition. My S7 and S6 both did a wonderful job for the most part of translating my speech. This phone, however, has massive errors in its translation. It hyphenates words that don't need to be and substitutes words incorrectly, and often. I have to speak EXTREMELY slowly and phonetically in order to get it to work. The fact that I have a Southern accent doesn't help whatsoever. This was one of the worst drawbacks for me, personally, because I use the speech-to-text feature often with my work.Overall: It's a gorgeous phone with some definite upgrades but concerning drawbacks. If I were Samsung, I would put a lot of emphasis on making a more durable design on the future editions. Worth buying - just keep it well protected.",4
"1189","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Love the phone but the screen is poorly designed.","Amazon Customer","June 19, 2017",0,"",1,"I pre ordered my Samsung S8 and received on April 20,2017 from AT&T. I really liked the look and the screen was wonderful. But I have an issue and it is a buyer beware thing. This phone has gorilla glass 5 on it which is suppose to be the best. The other day I had my phone in my front pocket and bent down. the phone dropped out and landed on the ground face down. Now it was only 10""-12"" from the ground and when it occurred I said, ""damn"" to myself but remembered it had gorilla glass 5 on it so not a problem. Later on looking at the phone I saw a scratch and on further inspection it revealed a crack that went across the phone 3 ways. I have had a Samsung 4 and 6 and never had a problem with a screen when they dropped before. So beware for the gorilla glass is not all cracked up to what they are saying. To say the least I am disappointed at Samsung creating a top notch phone with a screen that is so easily damaged. I love this phone but can not recommend because of the poorly designed screen on this phone.",11
"1190","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","It works great with T-mobile and AT&T and Cricket","Damian","June 18, 2017",1,"",5,"It works great with T-mobile and AT&T and Cricket, battery can last me whole day or up to 7 or 8 pm.",12
"1191","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Great phone, but doesn't work with Verizon","Nitai","July 22, 2017",1,"",4,"Great phone. However, it DOES NOT work with Verizon. This is supposed to be an international phone, but I've spent over 3 hours with very helpful Verizon support people and we got some of it working but never the phone calls.Just in case, you want to use this in the USA, it will not work!",5
"1192","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Features don't work. Quality is poor. Support is expensive and abysmal.","Amazon Customer","November 29, 2017",0,"",2,"This looks like a great phone at first. After only a few weeks, I realized that I made a huge mistake to give Samsung a third chance (after owning a washer/dryer that died after only 4 years and a TV that came apart and had to be exchanged for a Sony TV after less than a week).First, Samsung's bloatware really ruins the experience. However, with sweat, blood, and tears you can remove most of it. You can even disable Bixby and turn your Galaxy S8+ into the first phone with a non-functional hardware button. However, you cannot have hands-free Google Assistant, even though Samsung advertises this feature.Second, the hardware is fragile. I had my phone in a Samsung case since day one and it still managed to get a deep long scratch on the back. I didn't drop it. It was never outside the case. It was not a third-party case. I'm not a savage. For example, I've never scratched any of my previous iPhones in the span of nearly a decade.Third, don't bother paying for or seeking support. You'll first talk to support that turns out to be volunteers, yet it is made to look like official Samsung support. Then you're given a phone number to call support and ten minutes into the call they mention Premium Support. You then respond with... ""Wait, your not Premium Support"" and they give you yet another number to call. So, you call Premium Support, which costs $288 for 2 years by the way, and are told that you have to pay the $99 deductible even in this case. I then learn that I'm actually talking to someone from Assurant who has zero flexibility. They tell me that they can connect me with Premium Support though. After several minutes I learn that there actually is no other Premium Support entity and that you're really just dealing with an inflexible insurance and that Samsung doesn't stand behind their products.I understand that there are a deductible and fine print but Samsung should also understand that I only do business with companies that stand behind the quality of their products. I didn't drop the phone or use it without a case. I used it with a Samsung case that ended up causing a scratch on the supposedly ultrastrong glass back. If it weren't for Apple's lackluster iPhone releases in the past 3 years I would've never given them a third chance. There will absolutely not be a fourth chance.You'll see this phone on Craigslist very soon and I'll be returning all my Samsung accessories over the weekend.",1
"1193","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Amazon Customer","May 30, 2017",1,"",5,"I LOVE SAMSUNG GALAXY S8+ .",1
"1194","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","It is so easy to use","applecider","June 27, 2017",0,"",5,"I am extremely impressed by the speed, fingerprint, audio, and phone function.  It is a very expensive phone, but it changes everything.  You will get voicemail notification instantly.  Everything is so fast.  I test the download speed with 4G lte, 20, and upload speed 15.  The software is so sleek, I did not experience any difficulty when set up printing with canon application.  This is my first time for real print from a phone to my canon printer.  All my apps runs better on this platform except videos.  The phone should be wider so that the video would run bigger on the screen.Over all, it is beautiful upgrade that is very expensive.  I am happy with this decision.",2
"1195","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Best Android Phone of 2017. Maybe best 2017 phone Full Stop...","A. Johnson","January 6, 2018",0,"",5,"I recently offered my Galaxy s8 plus to a loved one for a bargain price, intending to buy a Pixel 2 or Pixel 2 XL. A day later, I sheepishly reneged on my offer. Reason: neither the Pixel 2 nor the Note 8 nor any other Android contender could best this bad boy. Speed, size, display, camera, overall experience — No other phone can touch the s8 plus with the possible exception of iPhone X, and, as an owner of both who loves his iPhone X, I can’t see any reason for an Android user to switch platforms. My biz phone is iPhone, home phone is s8 Plus, and the 0nly tiebreaker is my Apple Watch 3 LTE. THAT is unrivaled, but if you’re wed to Android, the Samsung Gear 3 is pretty darned good. As regards phone design, Apple has caught up to Samsung with the X, but not convincingly passed it. I love both phones and couodnt part with my s8 plus even though I had promised it to a loved one and always (except when pardoned by a generous loved one) honor said promises!",1
"1196","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","SUPER, SUPER BAD DEAL Be aware","Carlos Maia","October 6, 2017",1,"",1,"""Vishnu U at 13:46, Oct 6:I do understand you concern, but from our end we can only check the status of the ticket that was updated by the repair technicians, Carlos.""Samsung has my phone for 20 daysThey do not repair International model, even if you purchase it in AMAZON.COM site...They give you a run around... SUPER, SUPER BAD DEALBe aware",4
"1197","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Samsung Galaxy S8 is a bad phone and has the worst worldwide service","rajesh atluri","December 10, 2017",1,"",1,"I received this phone in 3 days after online order and hardly used it for 32 days when it broke down. The LCD started to have bright light on left edge on day 28 ( I did not realize it was an LCD problem and thought I had accidentally turned on some feature)  and by day 32 it progressively got worse and today day 33 the LCD is totally black , when I  turn it on the phone it vibrates but the screen stays black. I took it to the service center in Hyderabad  India but they said because I had bought it in the US the warranty did not apply.  I am very upset as I am here on an assignment and can not return to the US until Feb 20th. This is my first Samsung phone and I think I will never again buy another one. I have had Iphones before but never had such basic issues or such bad service.",3
"1198","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I'm happy with it but still getting used to some things.","Amazon Customer","July 20, 2017",1,"",4,"I've used cheap phones for the past several years but recently started my own business and find that I really use my phone enough for work to justify the higher expense so this review is from the perspective of someone who has been using the lower end Motorola phones for a while (most recently moto g4 play).Samsung has features and forces you to have apps you don't want, which I had forgotten about since the last time I had a Galaxy (probably first generation). The first thing I did is remove the auto updates on all of the apps I didn't want or need in the first place. Too bad I can't remove them.Ring tone defaults are weird and that's the second thing to fix. You also will have to set everything up so you are able to get your MMS messages since the phone comes unlocked, but I expected that.The screen is beautiful. Once I have it in a case, it's much larger than I expected, which is a good and bad thing. Sound quality has been good so far, but I typically talk through a Bluetooth (either headset or car speakers).One thing I did not realize is that this phone does not charge with the standard micro USB. It is not as inconvenient as I first thought because the adapters are readily available and cheap, so I'm just ordering several of them. I'll also give the wireless charger a try.I do think I'll learn to love this phone in time once I get used to all of the Samsung quirks again.Pros: Great picture, and easy to read/work on documents for work. Once it's organized and personalized, the layout makes sense like any android.Cons: different charger, stays lit all of the time (draining battery) to show the clock (although there might be a setting I haven't found to fix that).",5
"1199","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Nice screen.  Overpriced.  Bad Fingerprint Scanner Location.","A. Walker","July 10, 2017",0,"",3,"-Nice screen.-Bixby seems like a flop.-Dumb location for the fingerprint scanner.  Even with a case, it is very awkward to use.-Finding a good screen protector for this phone is impossible due to the design of the screen.-Needs dual speakers.-Iris scanner is great, wish it was a tad faster.-Phone is fast, but iPhone still has grown of fastest phone-For the size of the phone, battery should have been 4,000 mAh-Overpriced.  Not groudbreaking enough for the high price; Samsung must think we are iSheep!",2
"1200","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I used only one Android phone (Nexus by Google) before and it was not so good product comparing to Apple's at that time","Sergey Kuznetsov","November 10, 2017",1,"",5,"I have used iPhones for many years and I 've owned original iPhone, 3GS, 4s, 5s and 6s. I used only one Android phone (Nexus by Google) before and it was not so good product comparing to Apple's at that time. Android OS was laggy and glitchy, this Google phone using aftertaste was ""cheap"" comparing to Apple's ""polished and premium"".  After iPhone's X ridiculous price and humped screen was announced I have decided to give Samsung a chance and purchased this device.I use this phone for 3 weeks now and I am very surprised to see how many innovations is concentrated in this phone. Screen is great, camera is very good, battery is just wonderful. My last iPhone 6s could hold the charge for only half a day when used intensively, but this phone battery charge never felt below 25% after full day intensive use. And Bixby is  cool too.To be honest I think Apple is underdog now, they are selling nearly same phones squeezing money from old ideas and their strong brand. Currently I am very happy with my new Samsung S8+",1
"1201","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Ordered this as a used item. Everything about it ...","Daisy Jane","December 30, 2017",1,"",5,"Ordered this as a used item. Everything about it was New. Packaging, condition, etc.  Even though the phone was not designated with any carrier, it worked with Straight Talk and their AT and T Sims card. Impressed with features, speed and screen",3
"1202","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Best smartphone money can buy","DeeJay","January 3, 2018",1,"",5,"I was initially a little hesitant to purchase my new S8+ from amazon, but I was pleasantly surprised at how smooth everything went. I received my device literally within 2-3 days of placing my order. For those confused about the difference between the international version and the us unlocked version I would like to offer some clarity. The main differences between the two are that on the international verison you may or may not be able to use Samsung Pay depending on your devices country of origin. You will not be able to utilize your carrier’s specific features like hd voice, WiFi calling etc. The international verison features Samsung’s exynos processor versus snapdragon. I use AT&T and my device works absolutely fine. The device I received had the model number SM-G955F which is the Spain version. As far as the actual performance of the device itself I am blown away, infinity display, blazing fast, excellent battery life I mean this is hands down the best smartphone money can buy.",2
"1203","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","This phone is absolutely beautiful to hold and it has a sleek","janna k.","December 6, 2017",0,"",5,"This phone is absolutely beautiful to hold and it has a sleek, 'new-car' feeling!Over all the functionality is similarly comparable across the Galaxy phones (4/7edge) with exception to few obvious changes (upgrades?) to the phone.  In the quest for the slick, they opted to take away the 'Home' button, which my fingers - as well as other iPhone/Galaxy users - have gotten subconsciously programmed to press, only to find that there are no buttons. I would need to 'swipe up' from the bottom of the screen and a virtual 'Home’ button, 'back' function and 'multi-window' interface becomes accessible.This phone has a Samsung Note8-esque interface (not to mention, the screen size difference between those two is just 0.1 inch!). So outside of the Stylus, S8+ promises to be just as versatile in its use!  One other function they did away with - because of the ‘Home’ button change - I have to use the Volume down+Power button to take a screenshot.  Using my thumb+middle finger to squeeze a shot may get some getting used to!The 3500mAh Battery holds well through the day (I use it heavily and I only seem to be down to about 35% by dinner time) and the only thing that seems to 'overheat' the product and/or shorten the battery life is when I am using it with VR.When I first had the Samsung S4, I was able to capture image of a beautiful low-light sunset (for which I was selected winner for a photography submission) and ever since then I’ve been HOOKED!  I took a photo of another sunset! This one was taken without any special filter and yet it beautifully captures the layers of the fading colors - S8+ exceeds it’s low-light capabilities of it's predecessors!  In addition, there are some new photo functions (swipe left in ‘Camera’). I love that as an inner (or Yelp) ‘Foodies’, I have my very own food filter to snap as many lunch or dinners as I pleased!  Use the 'Pro' function and I am Wow'd with the filter package it comes with!Getting an unlocked phone will give me the freedom to choose mobile network not just in the US but Internationally - which is great, as an international photographer to travel with and it sure beats carrying around multi handsets!  As an unlocked phone, this Samsung S8+ has both CDMA and GSM capabilities.  I went with a CDMA network, and the company blocked my ‘Talk and Surf’ function. On the bright side, CDMA does seem to preserve the battery life better so it’s a toss up!As the saying goes, ya either will Love it or Hate it, like Kimchee.  Take it from a diehard Macgirl that switched out of the iPhone to a Samsung.  It was worth it and haven’t gone back!   ",NA
"1204","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","everything works fine and the phone is what i expected","Amazon Customer","June 28, 2017",1,"",5,"everything works fine and the phone is what i expected. Im inlove with the S8 plus im soo happy with my phone.",5
"1205","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","... not one thing about the phone I do not like. The camera is amazing takes great pictures even ...","Kindle Customer","July 23, 2017",0,"",5,"Purchased one though us cellular and there is not one thing about the phone I do not like. The camera is amazing takes great pictures even of betta fish in an aquarium. I have 4 fish and love to take pictures of them. With this phone I can take great pictures. I love the size, feel in my hands, I used the ear buds when I walk daily and they have awesome sound. The phone stays put in my hand when I'm walking. I have have dropped it and it's sturdy as he'll. Also I love the color orchard gray so beautiful.",1
"1206","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Bixby is a hug fail","Dman123","July 18, 2017",0,"",1,"Bixby fail. before you purchase this phone do your research on Bixby. You are unable to turn it off or remap it. If you're not going to use this feature be prepared to constantly turn it off because Samsung deceitfully placed the launch button right under the volume button so your hands/fingers constantly hit it launching this under developed feature. Trust it will be come very frustrating every time you sleep your phone, put it in your pocket, take it out of your pocket or in general touch your phone. Terrible trickery. You've been warned.",4
"1207","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Fragile Glass","J. Cox","May 8, 2017",0,"",1,"BUYER BEWARE:The Galaxy S8 and S8+ has extremely fragile glass.  There have been many metric tests that have shown the glass to be very vulnerable to cracking, not good for a all-glass phone.  The SquareTrade testing resulted in the worst performing glass they have ever tested.My wife and I are big Galaxy fans, and pre-ordered the phones even with the Note7 issues.  We loved the phones until last weekend when both phones ended up with cracks on the edge screens.  There were no drops, or collisions, or any single event we could point to for how these cracks happened.  Our best guess is the cracks were from being in our pockets (also the cracks are from tensional forces, not impact), and we weren't playing basketball or wrestling, simple walking around town and at home.  It was the fact we were so gentle with these phones that has us dumbfounded.  It was after this when I researched and found they very poor performances in reliability testing on the S8 glass.My wife's phone crack originated from the interface between the edge screen glass and the Bixby button, her screen is unresponsive in an isolated area around that crack.  My phone's crack is originated from the bottom-right corner, and the entire screen now is unresponsive.  I cannot unlock the phone or even power the phone down.I contacted Samsung, and just like how they handled the Note7 batteries at first, they are not taking ownership of the issue and blaming the failures on the consumers.  Even though the Samsung warranty rep I spoke with slipped and stated that they were receiving a lot of reports of cracks that customers claim were not from any impact/drops.  Still they are taking the blanket stance that any screen cracks are user caused and voids the warranty, not taking into account all the real metrics showing the glass to be fragile and it's actually manufacturer defect.  I owned a S4, S5, S6, and S7 with no issues of screen cracks.Regardless, I'm sharing my experience and warning anyone thinking about buying the phone.  FYI, my wife had the Spigen Liquid Crystal Galaxy S8 Case and Zagg Tempered Glass, I had only the Zagg Tempered glass.  The cracks actually occurred under the Zagg glass, which the Zagg glass on both phones are crack-free.",61
"1208","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I love this phone","Mia","October 1, 2017",1,"",5,"What can I say. I love this phone. I works. Everything works. No glitches, responsive, beautiful screen. Every phone I have owned has had error outs setting up apps that I had on the previous phone. Not one error out on this one.",2
"1209","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Having one of the best time with this phone","Amazon Customer","June 12, 2017",1,"",5,"Having one of the best time with this phone. Camera is really really amazing. Specially the pro mode can outdo IPhones camera in a cake walk. I am really proud of choosing this phone over IPhone 7+. It is a really safe bet.",4
"1210","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Poor design.","Rudy","December 28, 2017",0,"",3,"Screen quality is great. Battery life is nearly impossible to kill in a 8 hour shift with heavy use. Curved screen is unnecessary and sometimes while holding the phone to watch a video you may mess with the screen accidentally on the edges. Speaker is in a terrible spot speaking of holding the phone sideways to watch videos your finger will cover the speaker. Dropped it once and the corner shattered, really disappointing. I think the one thing that has really bothered me the most was the keyboard/word prediction. It seems to not know English very well and corrects you with odd words or is somewhat difficult to customize properly. I had to download a different keyboard that is probably equally as annoying any way. Best thing is the secure folder with fingerprint or Iris lock capabilities I believe, fingerprint for sure. Secret web browsing mode as well. Hide certain apps/images/folders you name it pretty much. Don't know if I would actually recommend. Maybe buy used or if you get a really good deal with a gift card or something.",NA
"1211","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Excellent phone, works well with AT&T","CY","July 25, 2017",1,"",5,"Excellent phone, works well with AT&T.This is irrelevant to the phone, but anyone that does not have a nano-SIM needs to pay $5 to AT&T to GET A SIM WITH THE SAME NUMBER",3
"1212","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","awesome phone","Obayda","December 22, 2017",0,"",4,"I use this phone since it's in the market- it run speed and smooth- good camera- awesome screen - a lot of choices to unlock the screen the only one down sides is- place of the finger print",2
"1213","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Amazing and well built","Elizabeth W.","July 5, 2017",0,"",2,"Edited water having phone less than a month..Ok so I've had this phone for a week and have played on it quite a bit. I upgraded from note 3. I habe this international dual SIM version.Pros:Battery lifeScreenSizeoptionsDual SIMCamera both front and backVideo qualityFingerprint readerIris scannerConsThe screen it is very fragile even the tempered glass won't protect it.  I've had to replace it one time already and that's wad 327 dollars and today the phone slipped from 2ft of the ground and i have to replace it again.If i could go back I'd wait for the note 8 to come out the rounded edges suck.",NA
"1214","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Best Phone out right now","Johnny Sanchez","July 6, 2017",0,"",5,"The most amazing phone I have ever owned, hands down. Also the best phone money can buy. Everything about it is amazing.Let's talk about the screen. It's taller so it fits in your hand better, and also had a higher resolution. The OLED panel on this phone is amazing and Samsung is known for it. The best in the market. Also, the almost border less design is great. No problems at all with accidental touches or anything. Works amazing.Next is the camera, best in the business really. Beautiful and highly customizable. Even has all kinds of filters and Snapchat like add ons. 12MP is still great.The battery is good as well. While battery tech is still paltry in any phone, the s8+ does surprisingly well with its massive screen. I get about a days worth (8 hours screen on time) with one charge. Pretty decent. And let's talk about the fast charge, 2nd fastest behind OnePlus only taking just under 90 minutes from 0 to 100. It's fast.As a phone, this thing can do and okay anything. Any task is doable with this phone. It has the latest Snapdragon 835 processor, for the best performance and battery life. Every game, video, or app works on this, easily.Experience is just amazing overall. Android is getting better day by day, the hardware is amazing, the software is fluid. This is by far the best phone out there. Bar none.",NA
"1215","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I went to Best Buy and got assistance from a Samsung tech","Brett","August 15, 2017",0,"",1,"Nothing but problems concerning the SD Card. I went to Best Buy and got assistance from a Samsung tech, I even sent it down to Texas for repair at a Samsung facility. They returned it and said they fixed it but I still had all the same issues. I'm done. For the amount of money you pay for it, it should work correctly out of the box. Returning this shortly and looking into an LG. Very, very disappointed.",1
"1216","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Great phone!","Wally","January 9, 2018",0,"",5,"Most of the time when I upgrade a phone it really doesn't seem like it was worth the upgrade. This time I went from the S7 to the S8+ and wow this phone is really a step above. At first I didn't think I would like the fingerprint scanner but after using it a few days I really like the location. Easy to use one hand to unlock and resize screen if needed. Only negative thing I have to say right now is BIXBY! It is annoying.",NA
"1217","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","S8 Not So Great","mcard","June 22, 2017",0,"",1,"Fell from my couch cushion about 20-24"" to hardwood floor. In Otterbox commuter case, IQ Shield screen protector. Edge looks like I smashed it with a hammer and it sent a crack across the top. These phones are fragile. Read other reviews. Bixby is totally useless and annoying. Avoid!",11
"1218","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","DO NOT PURCHASE IF YOU ARE A VERIZON CUSTOMER","W","January 8, 2018",0,"",2,"This phone is fantastic...unless you are a Verizon customer. I have tried everything after receiving this version as a gift to get it included on the Verizon network, with no progress. It apparently is a GSM vs CDMA issue, and there is no way to configure this phone to work with the Verizon network. Now I'm hoping that it's still returnable, otherwise I'm just out of luck and still stuck with this damn iPhone I wanted to ditch.",NA
"1219","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Awesome, So Far!","Brwong1997","June 24, 2017",1,"",5,"Everything works properly so far! I literally just got it in my hands about and hour ago. The only reason why I got this version was because, ""International Versions"" run Samsung's homemade chipset the ""Exynos 8895, which is definitely better than Qualcoms ""Snapdragon 835"" chipset. Another reason why this lead me into getting this version, is because I work at Best Buy Mobile and I seem to see a fare amount customers come in with problems with their S8's which are the US versions.",10
"1220","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Manuel","June 5, 2017",1,"",5,"Fabuloso!!!! Graciaaaas!!!",13
"1221","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I hate bixby and the bixby button","Amazon Customer","October 2, 2017",0,"",2,"Purchased from my network provider not Amazon. SD Card slot doesn't work.  This is well documented, if you search google you will find it's a common complaint.  I hate bixby and the bixby button.  If you are going to include an unwanted and unneeded button that is placed so that it is frequently confused with the volume button, at least include a way to disable it or assign another function to it.",NA
"1222","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","BE AWARE: you need an American sim card to use this so called ""international mode unlocked phone"".","Amazon Customer","August 1, 2017",1,"",4,"the phone itself is perfectly designed, works incredibly well. the only problem is it need you to have a total amount of calling time using an American simcard before you could use the simcard from your own country. this can't be find easily from the description page for this ""international version"" ""unlocked"" phone. it will be really annoying if you don't travel to US a lot or have colleagues/friends from US.",1
"1223","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Love the phone does everything I need it","Justin ","October 4, 2017",1,"",5,"Love the phone does everything I need it. And I don't have to worry about bloatware and I  have my phone rooted as well.",2
"1224","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Does well","Amazon Customer","August 28, 2017",1,"",4,"Good phone. Pleny of power. Does a lot. My model comes from europe but does ok. It is unlocked and so far has worked on all GSM systems i have tried it on",1
